state_ut,year,month,latitude,longitude,wind,solar,biomass,hydro,air_temp,albedo,clearsky_dhi,clearsky_dni,clearsky_gti,cloud_opacity,dni,ghi,gti,precipitation_rate,relative_humidity,surface_pressure,wind_speed_100m,cluster
Delhi,2019,SEP,28.7041,77.1025,12.74,0.0,0.0,0.0,29.40555555555556,0.1843333333333333,94.92083333333333,213.4111111111111,261.6166666666667,18.23069444444445,69.99444444444444,176.8611111111111,180.1638888888889,0.09583333333333334,80.8075,978.510138888889,3.645555555555556,0
Delhi,2019,OCT,28.7041,77.1025,12.74,0.0,0.0,0.0,25.91801075268817,0.1881182795698925,90.38978494623656,169.5591397849462,227.7069892473118,7.971908602150538,118.0591397849462,179.2970430107527,199.6626344086021,0.00967741935483871,68.24569892473119,984.754435483871,3.144489247311828,0
Delhi,2019,NOV,28.7041,77.1025,4.07,0.0,0.0,0.0,20.98472222222222,0.1863888888888889,75.47083333333333,143.6666666666667,190.8555555555556,15.53902777777778,78.0,127.7652777777778,147.5166666666667,0.03930555555555556,68.59555555555556,987.4591666666666,4.215694444444445,0
Delhi,2019,DEC,28.7041,77.1025,7.09,0.0,0.0,0.0,12.49059139784946,0.1989784946236559,59.90456989247312,181.3266129032258,200.8575268817204,16.50255376344086,78.52822580645162,108.0510752688172,130.4448924731183,0.02163978494623656,81.11505376344086,990.7341397849461,3.372311827956989,0
Delhi,2020,JAN,28.7041,77.1025,7.09,0.0,0.0,0.0,12.76075268817204,0.1948924731182796,67.24596774193549,166.0940860215054,198.0806451612903,15.21290322580645,98.47311827956989,118.0618279569892,144.4932795698925,0.09690860215053762,81.77110215053763,989.5509408602151,4.195833333333333,0
Delhi,2020,FEB,28.7041,77.1025,11.08,0.0,0.0,0.0,16.36637931034483,0.1936781609195402,78.33764367816092,201.1752873563218,237.9195402298851,7.395545977011494,158.4324712643678,178.0502873563218,213.3390804597701,0.1173850574712644,73.15933908045977,989.155316091954,5.04051724137931,0
Delhi,2020,MAR,28.7041,77.1025,8.46,0.0,0.0,0.0,20.72311827956989,0.1761290322580645,91.83333333333333,224.4153225806452,270.2567204301075,15.48319892473118,154.5551075268817,206.7002688172043,225.6626344086021,0.1280913978494624,74.36263440860215,985.3763440860215,4.197177419354839,0
Delhi,2020,APR,28.7041,77.1025,8.46,0.0,0.0,0.0,27.23055555555555,0.1853333333333333,99.06388888888888,255.1430555555555,291.8638888888889,16.29708333333333,186.0833333333333,253.1930555555556,259.225,0.02472222222222222,54.74875,982.1708333333333,4.370138888888889,0
Delhi,2020,MAY,28.7041,77.1025,14.6,0.0,0.0,0.0,30.97715053763441,0.1894086021505376,117.7204301075269,231.3951612903226,283.8736559139785,32.63790322580645,171.3077956989247,258.8239247311828,249.366935483871,0.06639784946236559,51.9752688172043,977.4896505376345,4.501209677419355,0
Delhi,2020,JUN,28.7041,77.1025,18.78,0.0,0.0,42.1,32.19861111111111,0.198,130.0152777777778,194.1027777777778,263.9819444444444,27.93375,128.9833333333333,238.5222222222222,224.9763888888889,0.0325,64.13305555555556,973.7765277777778,3.587222222222223,0
Delhi,2020,JUL,28.7041,77.1025,17.16,0.0,0.0,0.0,31.09677419354839,0.192258064516129,121.2365591397849,213.2688172043011,269.8239247311828,44.9,94.56989247311827,210.5604838709677,200.864247311828,0.1665322580645161,75.46975806451613,973.2635752688171,4.047983870967742,0
Delhi,2020,AUG,28.7041,77.1025,17.16,0.0,0.0,0.0,30.05913978494624,0.1851075268817204,91.22311827956989,262.010752688172,281.122311827957,49.51854838709678,81.49059139784946,181.0295698924731,177.864247311828,0.2298387096774193,81.64153225806452,972.8900537634408,4.248387096774194,0
Delhi,2020,SEP,28.7041,77.1025,17.16,0.0,0.0,0.0,30.72361111111111,0.1860555555555556,93.97083333333333,220.1513888888889,265.2708333333333,30.75055555555556,136.1819444444444,213.1333333333333,224.6319444444445,0.06375,70.37333333333333,976.8926388888888,3.229583333333334,0
Delhi,2020,OCT,28.7041,77.1025,17.16,0.0,0.0,0.0,25.49596774193548,0.1913440860215054,88.72983870967742,187.4650537634409,239.5860215053764,13.8380376344086,156.3911290322581,197.0725806451613,225.7284946236559,0.0,58.98319892473118,981.6329301075269,2.969758064516129,0
Delhi,2020,NOV,28.7041,77.1025,17.32,0.0,0.0,0.0,18.37916666666667,0.1916666666666667,75.24722222222222,159.6513888888889,202.4097222222222,14.38333333333333,119.8569444444445,146.6708333333333,178.2708333333333,0.02208333333333333,65.9825,989.0122222222222,3.625694444444445,0
Delhi,2020,DEC,28.7041,77.1025,12.215,0.0,0.0,0.0,14.31317204301075,0.2009677419354839,59.75537634408602,187.9247311827957,205.3387096774194,14.32217741935484,149.9220430107527,141.116935483871,185.5255376344086,0.002688172043010753,73.20604838709677,989.1491935483871,4.249731182795699,0
Delhi,2021,JAN,28.7041,77.1025,12.22,0.0,0.0,0.0,13.04704301075269,0.1980645161290323,71.46908602150538,146.247311827957,187.0497311827957,24.90564516129032,91.99059139784946,116.5174731182796,141.7379032258065,0.05,80.81505376344086,988.2584677419355,4.508736559139785,0
